/NM4/D X,/NM4/D Y,/NM2/D X,/NM2/D Y
0,0.003748437171570269,0,0.01186180925736815
4.955484050254667e-14,0.00374659066448033,4.955484050254667e-14,0.01185679781162774
5.977422747908802e-14,0.003746595803861569,5.977422747908802e-14,0.01185680134994898
8.021300143217073e-14,0.00374660627299593,8.021300143217073e-14,0.01185680837337685
1.006004900223953e-13,0.003746617010987619,1.006004900223953e-13,0.01185681530928939
1.260937010963837e-13,0.003746630867112646,1.260937010963837e-13,0.01185682388280954
1.770801232443606e-13,0.003746659975943223,1.770801232443606e-13,0.0118568407042391
2.309196709177988e-13,0.003746692788321525,2.309196709177988e-13,0.01185685801398192
2.817232081891502e-13,0.003746725821717835,2.817232081891502e-13,0.01185687394039448
3.355369480453097e-13,0.003746763140433062,3.355369480453097e-13,0.01185689039986347
3.927206313159297e-13,0.00374680564519967,3.927206313159297e-13,0.01185690745087917
4.542381985011126e-13,0.003746854992695522,4.542381985011126e-13,0.01185692531745596
5.212415245219092e-13,0.003746913522214123,5.212415245219092e-13,0.01185694425056015
5.943847447770432e-13,0.003746983853296984,5.943847447770432e-13,0.01185696433648847
6.744065303443469e-13,0.003747069547674503,6.744065303443469e-13,0.0118569856724837
7.621521482958422e-13,0.003747175453830139,7.621521482958422e-13,0.01185700837379058
8.585840072993006e-13,0.003747308129522059,8.585840072993006e-13,0.01185703257931952
9.64846618179877e-13,0.003747476427703797,9.64846618179877e-13,0.01185705847361877
1.082297792598943e-12,0.003747692113358412,1.082297792598943e-12,0.01185708630381156
1.212555945051607e-12,0.003747970432823636,1.212555945051607e-12,0.01185711640783696
1.357567052148497e-12,0.003748330306497229,1.357567052148497e-12,0.01185714925918259
1.519689014922676e-12,0.003748793321848229,1.519689014922676e-12,0.01185718553536662
1.701798967338339e-12,0.003749379637808471,1.701798967338339e-12,0.01185722622483716
1.907423435328391e-12,0.003750096505312986,1.907423435328391e-12,0.01185727279513159
2.140883559442894e-12,0.003750909801048522,2.140883559442894e-12,0.01185732745969923
2.407427025770317e-12,0.003751677442838269,2.407427025770317e-12,0.01185739360317951
2.71326819423289e-12,0.00375198674852328,2.71326819423289e-12,0.01185747559577365
3.065427692643108e-12,0.00375071499348085,3.065427692643108e-12,0.0118575767473651
3.471604110025977e-12,0.003745228922775983,3.471604110025977e-12,0.01185770007920669
3.939007257213976e-12,0.003730255844349436,3.939007257213976e-12,0.01185784795444854
4.471507599941174e-12,0.003696799236424147,4.471507599941174e-12,0.01185802073175959
5.068225979911509e-12,0.003632207470501341,5.068225979911509e-12,0.01185821697008502
5.72876813609302e-12,0.003521943701202535,5.72876813609302e-12,0.01185844566085826
6.45766985983541e-12,0.003352575703312116,6.45766985983541e-12,0.01185873831426504
7.177231565096641e-12,0.003142479591123376,7.177231565096641e-12,0.01185910096408039
7.926207597503965e-12,0.002891399474520164,7.926207597503965e-12,0.01185957647891095
8.72894742482191e-12,0.002608140128925981,8.72894742482191e-12,0.01186016290466324
9.514799333381348e-12,0.002344336906628889,9.514799333381348e-12,0.01186066343156477
1.030213530725031e-11,0.002123288375493809,1.030213530725031e-11,0.01186073664473222
1.089701479773242e-11,0.002003295366565576,1.089701479773242e-11,0.01186020878044004
1.137646547226595e-11,0.001943788846729112,1.137646547226595e-11,0.01185913859613983
1.181579462933793e-11,0.001919784094145036,1.181579462933793e-11,0.01185735648786861
1.22411834078497e-11,0.001928119616719221,1.22411834078497e-11,0.01185465954413593
1.26693707216752e-11,0.001965534593884761,1.26693707216752e-11,0.01185062716623504
1.314886783801738e-11,0.002036300419662213,1.314886783801738e-11,0.01184404287370372
1.362821671892624e-11,0.002136444272215405,1.362821671892624e-11,0.01183477420200578
1.417982575752531e-11,0.002275723570312094,1.417982575752531e-11,0.01181981638877396
1.477929259449679e-11,0.002436258449448825,1.477929259449679e-11,0.011796969326983
1.541337618760754e-11,0.002593535010245507,1.541337618760754e-11,0.01176343195933463
1.608878503357147e-11,0.002719668550752963,1.608878503357147e-11,0.01171434841781622
1.670908339481667e-11,0.002786963753386563,1.670908339481667e-11,0.01165459454885082
1.719724217449353e-11,0.002811865723329472,1.719724217449353e-11,0.01159609024923337
1.761439493725236e-11,0.00281850116532014,1.761439493725236e-11,0.01153690201066768
1.803241830416286e-11,0.002817252437324964,1.803241830416286e-11,0.0114682170879711
1.848237608918636e-11,0.002814501593311501,1.848237608918636e-11,0.01138249028147948
1.892726943270877e-11,0.002817022754022512,1.892726943270877e-11,0.0112851195468932
1.936838279843168e-11,0.002831744823160608,1.936838279843168e-11,0.01117559202405699
1.979941734060542e-11,0.002862436498007617,1.979941734060542e-11,0.01105599091934895
2.022595988780864e-11,0.002909416357131701,2.022595988780864e-11,0.01092612962900114
2.064332136136913e-11,0.002970770561333006,2.064332136136913e-11,0.01078886476927298
2.105966917879475e-11,0.003055894470365583,2.105966917879475e-11,0.01064360436324274
2.147706071048101e-11,0.003187696147525966,2.147706071048101e-11,0.01049211155448365
2.189704288846919e-11,0.003417272305586137,2.189704288846919e-11,0.01033635082988319
2.23365475532231e-11,0.003840666527527524,2.23365475532231e-11,0.01017416454916486
2.279412589601628e-11,0.004578599142882999,2.279412589601628e-11,0.01001167701146641
2.325453006052611e-11,0.005696461026705022,2.325453006052611e-11,0.009861503588872032
2.371026623374196e-11,0.007176955777594548,2.371026623374196e-11,0.009733874973750582
2.411600286084486e-11,0.008768112451567805,2.411600286084486e-11,0.009644453785520639
2.45069267657025e-11,0.01049301643728101,2.45069267657025e-11,0.009584143074070775
2.493939628234299e-11,0.01255501142130303,2.493939628234299e-11,0.009551143662525984
2.539461580213264e-11,0.01481775065757524,2.539461580213264e-11,0.009559818179805654
2.580127569034093e-11,0.01683715360187813,2.580127569034093e-11,0.009609174030806057
2.617530348445664e-11,0.01859831662817694,2.617530348445664e-11,0.009689458374723564
2.652334471988278e-11,0.02004116670276781,2.652334471988278e-11,0.009793241478454938
2.684312331865657e-11,0.02109742102593545,2.684312331865657e-11,0.009912880935065748
2.714160317430444e-11,0.02185028307300366,2.714160317430444e-11,0.0100465266892863
2.744945746296852e-11,0.02251408896817552,2.744945746296852e-11,0.01020317575638214
2.787608753136831e-11,0.02342754690379559,2.787608753136831e-11,0.01044427831189687
2.832287890043932e-11,0.02451232110342898,2.832287890043932e-11,0.0107207168784709
2.868398569884469e-11,0.02543789978870922,2.868398569884469e-11,0.01095857637581642
2.905422127017206e-11,0.02640375767257227,2.905422127017206e-11,0.01121158557284493
2.948415439858018e-11,0.02748410675420535,2.948415439858018e-11,0.01151314444337031
2.996847920735207e-11,0.0286254181181893,2.996847920735207e-11,0.01186630363407088
3.05089438302284e-11,0.02975792781102155,3.05089438302284e-11,0.01228787364092032
3.110829861002952e-11,0.03078093905245995,3.110829861002952e-11,0.01279638775088326
3.169183430802708e-11,0.0315292787916755,3.169183430802708e-11,0.01335750025624767
3.230165599746874e-11,0.0320653683668375,3.230165599746874e-11,0.01403645685357553
3.284216873345035e-11,0.0323637975518176,3.284216873345035e-11,0.01472999994631799
3.328147747069169e-11,0.03252281108225119,3.328147747069169e-11,0.01536981737766489
3.365825670624416e-11,0.03262400598944024,3.365825670624416e-11,0.01597901032716832
3.405301870525146e-11,0.03271895632177462,3.405301870525146e-11,0.01667794355724254
3.458368516216716e-11,0.03285817882971871,3.458368516216716e-11,0.01773752500206649
3.518385884366178e-11,0.03304014660444798,3.518385884366178e-11,0.01913421645958627
3.571243701666172e-11,0.03322035492492716,3.571243701666172e-11,0.02056253521309704
3.620931674644319e-11,0.03338695728112359,3.620931674644319e-11,0.02210338198076294
3.673433539345583e-11,0.0335207347479799,3.673433539345583e-11,0.02395755233702894
3.72929736738983e-11,0.03354919570651201,3.72929736738983e-11,0.02618991441222348
3.785048293896071e-11,0.03333676567227126,3.785048293896071e-11,0.02866746284270636
3.837098029318308e-11,0.03275825656517328,3.837098029318308e-11,0.03118164039885021
3.884453182568624e-11,0.03182322214440883,3.884453182568624e-11,0.03361601610022108
3.931070440649472e-11,0.03057038242981499,3.931070440649472e-11,0.03612841352859632
3.976368506471117e-11,0.02915221969161673,3.976368506471117e-11,0.0386520945210303
4.023430161513016e-11,0.02757977558858789,4.023430161513016e-11,0.04132763777182107
4.068783698815551e-11,0.02604550350742474,4.068783698815551e-11,0.04390804115033434
4.113513614569744e-11,0.02455580779472555,4.113513614569744e-11,0.04637954751437344
4.157226156261857e-11,0.02314511315020626,4.157226156261857e-11,0.04863838991039299
